kepid,koi_disposition,maxFlux,minFlux,meanFlux,p2pFlux,varianceFlux
2708343,FALSE POSITIVE,1.000891237,0.998959867,1.000006771,0.00193137,4.11E-08
2708420,FALSE POSITIVE,1.000167682,0.999868659,1.000001946,0.000299023,1.17E-09
2708445,FALSE POSITIVE,1.000586172,0.999421771,1.000004824,0.001164401,3.37E-08
2708614,FALSE POSITIVE,1.000577612,0.996068698,0.999966442,0.004508914,1.46E-07
2708885,FALSE POSITIVE,1.000373342,0.999663663,1.000007821,0.000709679,1.09E-08
2710101,FALSE POSITIVE,1.000364651,0.999093148,1.000005836,0.001271503,1.19E-08
2710623,FALSE POSITIVE,1.000998554,0.999845851,1.000009419,0.001152703,5.55E-09
2711114,FALSE POSITIVE,1.000397678,0.999161549,0.999885612,0.00123613,3.92E-08
2711123,FALSE POSITIVE,1.000566952,0.999463754,1.000002077,0.001103198,3.21E-08
2711131,FALSE POSITIVE,1.003452498,0.996896189,1.000009591,0.006556308,9.36E-08
2711597,FALSE POSITIVE,1.001828477,0.990229002,0.999977034,0.011599475,3.19E-07
2712825,FALSE POSITIVE,1.000977929,0.999200199,1.000003594,0.001777729,7.35E-08
2713018,FALSE POSITIVE,1.000123147,0.99988075,1.000000922,0.000242396,1.28E-09
2713049,CONFIRMED,1.000263317,0.999584844,1.000007521,0.000678473,5.88E-09
2715135,CONFIRMED,1.000880285,0.999593698,1.000006396,0.001286587,1.50E-08
2715695,CONFIRMED,1.000486277,0.999544657,1.000008086,0.00094162,1.66E-08
2716801,CONFIRMED,1.000462479,0.999733313,1.000014445,0.000729165,1.11E-08
2716853,CONFIRMED,1.000352536,0.999687971,1.000014892,0.000664565,1.22E-08
2717158,CONFIRMED,1.00050809,0.999390716,1.00000532,0.001117374,8.66E-09
2718778,CONFIRMED,1.000599799,0.999581494,1.000010295,0.001018305,1.33E-08
2719873,FALSE POSITIVE,1.001390472,0.957888535,0.998927016,0.043501937,3.71E-05
2720309,FALSE POSITIVE,1.000369904,0.999632429,0.999981845,0.000737475,1.24E-08
2720354,FALSE POSITIVE,1.006425272,0.976595064,0.997396475,0.029830208,5.50E-05
2720514,FALSE POSITIVE,1.000100645,0.99990301,1.000003186,0.000197635,7.84E-10
2720828,FALSE POSITIVE,1.000291836,0.999725157,1.000006019,0.000566679,5.84E-09
2721030,CONFIRMED,1.000327501,0.999661328,1.000009746,0.000666173,9.89E-09
2830919,FALSE POSITIVE,1.000219465,0.999735978,1.000006172,0.000483488,3.59E-09
2831055,CONFIRMED,1.000205004,0.999780479,1.000004712,0.000424524,1.73E-09
2831251,FALSE POSITIVE,1.000142039,0.999711419,1.000003544,0.000430619,2.41E-09
2833632,FALSE POSITIVE,1.000084065,0.99992113,1.000001215,0.000162935,6.54E-10
2836076,FALSE POSITIVE,1.000253348,0.999810907,1.000007637,0.000442441,4.59E-09
2837111,CONFIRMED,1.000178091,0.999722232,1.000005777,0.000455859,2.68E-09
2849805,CONFIRMED,1.000136285,0.99985619,1.00000144,0.000280095,6.99E-10
2850321,FALSE POSITIVE,1.000225982,0.999865567,1.00000265,0.000360415,1.60E-09
2851100,FALSE POSITIVE,1.00042434,0.999659883,1.000013131,0.000764457,1.28E-08
2852528,FALSE POSITIVE,1.000386833,0.999513457,1.000006924,0.000873376,1.13E-08
2852560,FALSE POSITIVE,1.001567872,0.926966925,0.994889957,0.074600946,0.000274519
2853093,CONFIRMED,1.000303159,0.999295772,1.000007855,0.001007387,9.30E-09
2853828,FALSE POSITIVE,1.000062824,0.99990789,0.999997781,0.000154934,3.39E-10
2853889,FALSE POSITIVE,1.000098957,0.999912661,1.000002366,0.000186296,9.83E-10
2854181,CONFIRMED,1.000384605,0.99964174,1.000007962,0.000742865,7.46E-09
2854698,CONFIRMED,1.000843597,0.999401344,1.000005237,0.001442253,1.33E-08
2854839,FALSE POSITIVE,1.00222812,0.994913998,1.000030924,0.007314122,1.84E-07
2854914,CONFIRMED,1.000130076,0.999839078,1.000001973,0.000290999,1.42E-09
2854948,FALSE POSITIVE,1.010574487,0.984247028,0.999338027,0.026327459,3.17E-05
2856960,FALSE POSITIVE,1.000887923,0.988257751,0.999931697,0.012630172,4.23E-07
2857607,CONFIRMED,1.000136414,0.99986949,1.000002587,0.000266924,1.15E-09
2859299,FALSE POSITIVE,1.000091212,0.999884316,1.000001967,0.000206895,9.92E-10
2860114,FALSE POSITIVE,1.000476735,0.999612964,1.000003013,0.00086377,2.72E-08
2860594,FALSE POSITIVE,1.004607658,0.971435019,0.997871004,0.033172639,4.70E-05
2860788,FALSE POSITIVE,1.010681644,0.965529973,0.994825721,0.045151671,0.000106695
2860793,FALSE POSITIVE,1.000175152,0.999838587,1.000002548,0.000336565,3.90E-09
2861126,FALSE POSITIVE,1.00216071,0.998150351,1.000014942,0.004010358,6.72E-08
2969638,FALSE POSITIVE,1.002184451,0.998489068,0.99999778,0.003695383,2.38E-07
2970804,FALSE POSITIVE,1.002002564,0.997786087,0.999840944,0.004216477,2.54E-07
2972800,FALSE POSITIVE,1.00009162,0.999905123,1.000002535,0.000186497,8.56E-10
2973509,FALSE POSITIVE,1.012896124,0.935450792,0.99241492,0.077445333,0.000320127
2975770,CONFIRMED,1.016737461,0.984043639,0.999962849,0.032693822,1.49E-06
2985767,CONFIRMED,1.000104995,0.999836141,1.000000197,0.000268854,4.07E-10
2987027,CONFIRMED,1.000672543,0.997209473,0.999931996,0.003463069,1.81E-07
2987433,FALSE POSITIVE,1.002367191,0.999526531,1.000056893,0.00284066,8.51E-08
2989404,CONFIRMED,1.000056664,0.999572251,0.999995558,0.000484413,1.71E-09
2989706,FALSE POSITIVE,1.000608645,0.999526902,1.000009012,0.001081743,4.03E-08
2990873,CONFIRMED,1.000117348,0.999904961,1.000003593,0.000212386,1.36E-09
2995392,CONFIRMED,1.00029179,0.999714622,1.000008499,0.000577169,7.05E-09
2997178,FALSE POSITIVE,1.001774828,0.998907037,0.999982967,0.002867792,3.25E-08
2997455,FALSE POSITIVE,1.000576091,0.99916255,0.999818716,0.001413541,6.30E-08
2998124,FALSE POSITIVE,1.000366251,0.961324117,0.999404263,0.039042135,1.82E-05
3001885,FALSE POSITIVE,1.000397378,0.994027337,0.999961788,0.006370041,1.71E-07
3003019,FALSE POSITIVE,1.000180353,0.999792748,1.000005521,0.000387604,3.37E-09
3003673,FALSE POSITIVE,1.000258719,0.999524904,0.999997664,0.000733816,4.12E-09
3003991,FALSE POSITIVE,1.001511982,0.98016257,0.998842356,0.021349412,1.56E-05
3003992,FALSE POSITIVE,1.000035385,0.999815118,0.999998852,0.000220266,2.46E-10
3097346,FALSE POSITIVE,1.000034992,0.999919029,0.999999785,0.000115964,1.44E-10
3097352,FALSE POSITIVE,1.02413866,0.51451541,0.990994649,0.50962325,0.001329341
3098184,FALSE POSITIVE,1.001298746,0.897711639,0.999090081,0.103587107,3.88E-05
3098194,FALSE POSITIVE,1.002967288,0.781549873,0.994642892,0.221417415,0.000785757
3098197,FALSE POSITIVE,1.004044309,0.870078394,0.997875067,0.133965914,0.00015245
3098810,CONFIRMED,1.000067097,0.999889251,1.000000713,0.000177846,5.34E-10
3098843,FALSE POSITIVE,1.000251197,0.999574944,1.000001084,0.000676253,3.27E-09
3102000,FALSE POSITIVE,1.000881355,0.970295758,0.99975113,0.030585597,6.99E-06
3102024,FALSE POSITIVE,1.004532633,0.905334774,0.996091587,0.099197859,0.000254492
3102309,FALSE POSITIVE,1.000092121,0.999844408,1.00000297,0.000247713,7.98E-10
3102384,CONFIRMED,1.000047983,0.999895395,0.999998159,0.000152589,2.48E-10
3103227,CONFIRMED,1.000245127,0.999622052,1.000008184,0.000623074,3.93E-09
3109930,CONFIRMED,1.000218156,0.999757811,1.000006403,0.000460345,3.01E-09
3109937,FALSE POSITIVE,1.00045308,0.999328681,1.000007736,0.001124399,1.40E-08
3110937,FALSE POSITIVE,1.000332195,0.999811504,1.000007178,0.000520691,5.03E-09
3113266,FALSE POSITIVE,1.000230579,0.999245334,0.999757159,0.000985245,3.78E-08
3114167,CONFIRMED,1.000303283,0.999702788,1.000007526,0.000600496,8.84E-09
3114661,FALSE POSITIVE,1.00167829,0.994156755,0.999013809,0.007521534,1.25E-06
3114667,FALSE POSITIVE,1.009478139,0.907270187,0.968553571,0.102207952,0.000173617
3114811,CONFIRMED,1.000248477,0.99970843,0.99999993,0.000540047,1.63E-09
3115480,FALSE POSITIVE,1.004764598,0.993458443,0.99933144,0.011306155,3.19E-06
3116302,FALSE POSITIVE,1.00016676,0.99984331,1.000001482,0.00032345,2.52E-09
3116412,CONFIRMED,1.000231246,0.999886783,1.000002909,0.000344463,1.51E-09
3117046,FALSE POSITIVE,1.000248831,0.999819237,1.000005882,0.000429594,3.99E-09
3117115,FALSE POSITIVE,1.000307351,0.999656767,1.000008548,0.000650585,8.43E-09
3118797,CONFIRMED,1.00043296,0.999298339,1.000007917,0.00113462,1.63E-08
3119256,FALSE POSITIVE,1.000287116,0.999733614,0.999999284,0.000553502,6.44E-09
3120276,FALSE POSITIVE,1.000215537,0.999791298,1.000008521,0.000424239,5.40E-09
3120308,FALSE POSITIVE,1.000244494,0.999666638,1.000005507,0.000577855,3.83E-09
3120320,FALSE POSITIVE,1.000001397,0.966282667,0.998679498,0.03371873,3.07E-05
3120355,CONFIRMED,1.000195324,0.999796753,1.000006892,0.000398571,4.08E-09
3120397,FALSE POSITIVE,1.000355184,0.999664866,1.000009471,0.000690317,1.04E-08
3120431,FALSE POSITIVE,1.000424777,0.999675135,1.000010943,0.000749642,1.25E-08
3120904,CONFIRMED,1.000116367,0.999798283,1.000000862,0.000318084,9.09E-10
3121340,FALSE POSITIVE,1.001720475,0.999099519,1.000001188,0.002620956,7.80E-08
3122913,CONFIRMED,1.00117943,0.99809903,1.000006875,0.0030804,5.87E-08
3122985,FALSE POSITIVE,1.015331447,0.982285226,0.999439007,0.033046221,2.75E-05
3123418,FALSE POSITIVE,1.000231114,0.99981283,1.000002734,0.000418283,3.60E-09
3124412,FALSE POSITIVE,1.002469277,0.998833032,0.999931585,0.003636245,7.43E-08
3124420,FALSE POSITIVE,1.080394285,0.791984055,0.976576916,0.28841023,0.000797235
3124598,FALSE POSITIVE,1.000104228,0.999903593,1.000002207,0.000200635,1.04E-09
3127817,FALSE POSITIVE,1.002937783,0.976307249,0.995883425,0.026630534,5.64E-05
3127911,FALSE POSITIVE,1.000056233,0.999892023,0.999998907,0.00016421,2.97E-10
3128552,CONFIRMED,1.00022423,0.999695328,1.000004013,0.000528902,4.72E-09
3128793,FALSE POSITIVE,1.025752381,0.983384024,1.000111181,0.042368357,5.91E-06
3130300,FALSE POSITIVE,1.00016882,0.999873962,1.000003701,0.000294858,1.80E-09
3130548,FALSE POSITIVE,1.001362918,0.999317997,1.000027507,0.002044922,3.14E-08
3217264,CONFIRMED,1.000108316,0.999225017,0.999990863,0.000883299,9.26E-09
3218844,FALSE POSITIVE,1.000218787,0.999738543,1.000007081,0.000480245,7.02E-09
3218908,CONFIRMED,1.000146089,0.999811004,1.000003756,0.000335085,2.65E-09
3219995,CONFIRMED,1.000743592,0.993420706,0.999911316,0.007322886,4.57E-07
3222680,FALSE POSITIVE,1.000980164,0.999133363,1.000004172,0.001846801,5.81E-08
3228740,FALSE POSITIVE,1.000101987,0.999915859,1.000002439,0.000186128,7.56E-10
3228804,FALSE POSITIVE,1.001161313,0.999775251,1.00001317,0.001386062,1.11E-08
3228824,FALSE POSITIVE,1.000468527,0.999639093,1.000009693,0.000829434,9.95E-09
3228825,FALSE POSITIVE,1.000344292,0.999084755,0.9999966,0.001259537,2.12E-08
3228945,FALSE POSITIVE,1.000464145,0.999541098,1.000005815,0.000923046,9.42E-09
3228959,FALSE POSITIVE,1.00023797,0.999795314,1.000010838,0.000442656,5.73E-09
3228986,FALSE POSITIVE,1.000609964,0.998366858,1.000001836,0.002243107,1.54E-08
3228988,FALSE POSITIVE,1.000289587,0.999103015,1.000007455,0.001186572,1.02E-08
3229028,FALSE POSITIVE,1.000094855,0.999709085,0.99999849,0.00038577,1.04E-09
3230095,FALSE POSITIVE,1.000199248,0.999769253,1.000005578,0.000429995,4.53E-09
3230206,FALSE POSITIVE,1.000332914,0.999787667,1.000012768,0.000545247,7.44E-09
3230227,FALSE POSITIVE,1.010825276,0.925192237,0.999508321,0.085633039,4.97E-05
3230578,FALSE POSITIVE,1.000260888,0.999745581,0.999989866,0.000515307,4.50E-09
3230753,FALSE POSITIVE,1.000368172,0.999800493,1.000007531,0.000567679,3.32E-09
3230787,FALSE POSITIVE,1.004326388,0.938839826,0.998312687,0.065486561,8.98E-05
3231120,FALSE POSITIVE,1.006499164,0.971828753,0.997089405,0.03467041,5.36E-05
3231137,FALSE POSITIVE,1.000189081,0.999740383,0.999999261,0.000448698,5.14E-09
3231341,CONFIRMED,1.000451411,0.999559419,1.000004383,0.000891992,7.53E-09
3232859,FALSE POSITIVE,1.000118633,0.999490602,0.999977864,0.000628032,9.03E-09
3233043,FALSE POSITIVE,1.001707403,0.998767007,0.999965048,0.002940396,5.26E-08
3234598,CONFIRMED,1.000311967,0.999263163,1.000000688,0.001048804,8.46E-09
3234843,CONFIRMED,1.000437105,0.999630126,1.000008954,0.000806979,9.95E-09
3235282,FALSE POSITIVE,1.000588318,0.999754612,1.00000674,0.000833706,6.91E-09
3235672,FALSE POSITIVE,1.000234924,0.99979425,1.000004691,0.000440674,5.85E-09
3239636,FALSE POSITIVE,1.000300472,0.99972538,1.000001059,0.000575092,1.09E-08
3239671,CONFIRMED,1.000310182,0.999556082,1.000006417,0.000754101,5.98E-09
3239945,CONFIRMED,1.000163697,0.998170397,0.999989311,0.001993301,1.76E-08
3240049,FALSE POSITIVE,1.002007743,0.998310742,1.000007876,0.003697001,1.87E-07
3240158,CONFIRMED,1.000219548,0.999613246,1.000000315,0.000606302,4.60E-09
3240159,FALSE POSITIVE,1.002354339,0.999785303,1.000061497,0.002569036,9.90E-08
3240406,FALSE POSITIVE,1.000024156,0.999821269,0.99999922,0.000202887,3.29E-10
3240706,FALSE POSITIVE,1.00021534,0.999829729,1.000006473,0.000385611,5.25E-09
3241248,FALSE POSITIVE,1.00018307,0.99980174,0.999994073,0.00038133,6.27E-09
3241344,FALSE POSITIVE,1.013229214,0.936044846,0.99348003,0.077184369,0.000269939
3241557,FALSE POSITIVE,1.000149985,0.999880506,1.000002101,0.000269479,9.51E-10
3241604,FALSE POSITIVE,1.005726284,0.996814975,1.000099494,0.008911309,5.04E-07
3241619,FALSE POSITIVE,1.020692701,0.925334152,0.973710231,0.095358549,0.000667535
3241647,FALSE POSITIVE,1.000295694,0.999764293,1.000007546,0.000531402,6.38E-09
3241662,FALSE POSITIVE,1.000243601,0.999811474,1.000007408,0.000432126,5.69E-09
3244792,CONFIRMED,1.000185227,0.999835011,1.000006327,0.000350216,3.59E-09
3245000,FALSE POSITIVE,1.002126581,0.998107489,1.000007501,0.004019093,1.62E-07
3245638,FALSE POSITIVE,1.000979057,0.995930117,0.998841481,0.00504894,1.13E-06
3245661,FALSE POSITIVE,1.001000207,0.99196207,0.998466281,0.009038137,5.01E-06
3245969,CONFIRMED,1.000420197,0.999663405,1.000011162,0.000756792,1.31E-08
3246984,FALSE POSITIVE,1.000310459,0.999684968,0.999988291,0.00062549,1.16E-08
3247268,CONFIRMED,1.000210673,0.994263597,0.999955811,0.005947076,1.67E-07
3247294,FALSE POSITIVE,1.010780679,0.925824654,0.998974458,0.084956026,5.95E-05
3247396,FALSE POSITIVE,1.000074043,0.999883922,0.999999176,0.000190122,6.31E-10
3247404,FALSE POSITIVE,1.007688159,0.991085327,1.000067416,0.016602832,5.04E-06
3247503,FALSE POSITIVE,1.000344969,0.99964661,1.000007181,0.000698359,1.25E-08
3248019,FALSE POSITIVE,1.00224011,0.985351416,0.996608878,0.016888693,2.25E-05
3248033,FALSE POSITIVE,1.000150985,0.999879189,1.000000576,0.000271796,1.15E-09
3248332,FALSE POSITIVE,1.060681754,0.960497601,0.99776563,0.100184153,0.000102634
3248696,FALSE POSITIVE,1.000333408,0.99968349,1.00000759,0.000649918,7.62E-09
3323289,FALSE POSITIVE,1.001825375,0.842789868,0.996765506,0.159035507,0.000359024
3323887,CONFIRMED,1.000496536,0.99811641,0.99993556,0.002380126,1.12E-07
3324644,FALSE POSITIVE,1.055903757,0.922455358,0.999395873,0.133448399,0.000509171
3324986,FALSE POSITIVE,1.000327015,0.999793455,1.000007031,0.00053356,4.53E-09
3326377,CONFIRMED,1.000928885,0.998936178,1.000001659,0.001992706,3.67E-08
3327980,FALSE POSITIVE,1.017599792,0.853228303,0.971885729,0.164371489,0.002268103
3327992,FALSE POSITIVE,1.0021481,0.912739084,0.995557857,0.089409016,0.000177299
3327993,FALSE POSITIVE,1.000435258,0.999417094,1.000010461,0.001018164,1.66E-08
3328026,FALSE POSITIVE,1.001154356,0.997173431,0.999998695,0.003980925,4.42E-08
3328027,FALSE POSITIVE,1.000754304,0.999322714,1.000013218,0.00143159,1.08E-08
3328052,FALSE POSITIVE,1.000360696,0.999671378,1.000008022,0.000689318,8.11E-09
3328080,CONFIRMED,1.00006681,0.999938369,1.000001482,0.000128441,4.11E-10
3329643,FALSE POSITIVE,1.000429125,0.99969605,1.000008274,0.000733075,4.18E-09
3329985,FALSE POSITIVE,1.000495494,0.999527868,1.000014136,0.000967626,1.48E-08
3330684,FALSE POSITIVE,1.00024056,0.999799824,1.000007751,0.000440736,4.03E-09
3335813,FALSE POSITIVE,1.000389789,0.996898402,0.999844393,0.003491387,2.12E-07
3335816,FALSE POSITIVE,1.000504496,0.995664698,0.999606666,0.004839797,1.09E-06
3336283,FALSE POSITIVE,1.000509816,0.999670455,1.000003276,0.000839361,4.46E-09
3336476,FALSE POSITIVE,1.000175383,0.999918669,1.000001648,0.000256714,4.32E-10
3336765,FALSE POSITIVE,1.000104619,0.999907497,1.000002061,0.000197122,7.96E-10
3336845,FALSE POSITIVE,1.000229588,0.99667481,0.999967236,0.003554779,9.23E-08
3337061,FALSE POSITIVE,1.001084085,0.997928207,0.999971575,0.003155878,5.79E-08
3337351,FALSE POSITIVE,1.002825561,0.978216486,0.999358417,0.024609075,9.33E-06
3337425,FALSE POSITIVE,1.000139634,0.999832134,1.000003278,0.000307499,2.49E-09
3337432,FALSE POSITIVE,1.000194812,0.99981643,1.000002375,0.000378383,1.64E-09
3337438,FALSE POSITIVE,1.000219146,0.99957683,0.999999401,0.000642316,2.32E-09
3337548,FALSE POSITIVE,1.000409046,0.999654668,1.000010975,0.000754378,1.08E-08
3338660,FALSE POSITIVE,1.051037754,0.737290251,0.939288866,0.313747503,0.007580172
3338674,FALSE POSITIVE,1.000479659,0.998089551,0.999757886,0.002390108,3.16E-07
3338885,CONFIRMED,1.000812228,0.999564573,1.000006388,0.001247655,9.53E-09
3339538,FALSE POSITIVE,1.002354197,0.981202083,0.999355287,0.021152114,1.09E-05
3340070,FALSE POSITIVE,1.000205454,0.999801862,1.000004583,0.000403592,4.48E-09
3340312,FALSE POSITIVE,1.000154243,0.999771272,1.000002192,0.00038297,1.97E-09
3340313,FALSE POSITIVE,1.000842071,0.983177259,0.999797311,0.017664811,3.05E-06
3341760,FALSE POSITIVE,1.000136565,0.999930938,1.000002257,0.000205626,6.02E-10
3341934,FALSE POSITIVE,1.001506098,0.9480891,0.998386961,0.053416998,6.22E-05
3341982,FALSE POSITIVE,1.000353501,0.999640947,1.000009776,0.000712554,1.04E-08
3342463,FALSE POSITIVE,1.000132351,0.999848055,1.000001109,0.000284296,5.84E-10
3342467,FALSE POSITIVE,1.004121273,0.976189322,0.999858603,0.027931951,2.56E-06
3342592,FALSE POSITIVE,1.000606488,0.987490898,0.999684127,0.01311559,3.18E-06
3342794,CONFIRMED,1.000128169,0.999896588,1.000002689,0.000231582,9.85E-10
3342952,FALSE POSITIVE,1.002274704,0.999180542,1.000016719,0.003094162,4.76E-08
3342970,CONFIRMED,1.000435309,0.999583672,1.000005785,0.000851637,1.49E-08
3343281,FALSE POSITIVE,1.000200131,0.999777509,1.000005618,0.000422622,5.14E-09
3343866,FALSE POSITIVE,1.000118407,0.999895366,1.000002065,0.000223041,1.49E-09
3344419,FALSE POSITIVE,1.000557786,0.999101582,0.999761791,0.001456204,7.30E-08
3344427,FALSE POSITIVE,1.005313834,0.950267224,0.976491878,0.055046611,0.000203318
3345973,FALSE POSITIVE,1.000507518,0.994445936,0.99998694,0.006061582,1.13E-07
3346154,CONFIRMED,1.000162276,0.999859383,1.000002254,0.000302892,2.33E-09
3347485,FALSE POSITIVE,1.012365012,0.994404076,1.000144939,0.017960935,2.46E-06
3347807,FALSE POSITIVE,1.000067465,0.999957659,1.000000619,0.000109806,2.85E-10
3348082,FALSE POSITIVE,1.000197921,0.999636517,1.000001292,0.000561404,6.61E-09
3348090,FALSE POSITIVE,1.000082597,0.999896936,1.000001723,0.000185661,9.02E-10
3348093,FALSE POSITIVE,1.008653862,0.95893121,0.995819429,0.049722652,0.000124097
3348285,FALSE POSITIVE,1.00066621,0.999298571,1.000003763,0.001367639,8.98E-09
3351888,CONFIRMED,1.000502151,0.99830494,0.999647019,0.002197211,3.42E-07
3352751,FALSE POSITIVE,1.019988352,0.963792398,0.996181471,0.056195955,0.000119171
3353050,CONFIRMED,1.000078322,0.999896786,1.000001681,0.000181536,7.53E-10
3353454,FALSE POSITIVE,1.00127512,0.997568874,1.000005059,0.003706245,3.80E-07
3354846,CONFIRMED,1.001609983,0.997137628,0.999999608,0.004472355,8.16E-08
3426367,CONFIRMED,1.001896532,0.999117449,1.000019577,0.002779083,2.19E-08
3427776,FALSE POSITIVE,1.011119987,0.948615731,0.999171047,0.062504256,1.78E-05
3428359,FALSE POSITIVE,1.000125323,0.99980497,1.00000049,0.000320353,8.82E-10
3428468,FALSE POSITIVE,1.001176017,0.997767466,1.000017017,0.003408551,3.69E-08
3433668,CONFIRMED,1.000722356,0.99889079,1.000009676,0.001831566,1.42E-08
3437739,FALSE POSITIVE,1.000346895,0.999683831,1.000009228,0.000663064,8.37E-09
3437776,FALSE POSITIVE,1.000540401,0.999596346,1.000005094,0.000944055,5.49E-09
3438507,CONFIRMED,1.000261223,0.999800004,1.000006736,0.000461219,5.99E-09
3438975,FALSE POSITIVE,1.000303421,0.999940396,1.000002602,0.000363024,9.67E-10
3438976,FALSE POSITIVE,1.000121337,0.999917207,1.000004692,0.00020413,1.19E-09
3439031,FALSE POSITIVE,1.008191601,0.87339859,0.981294393,0.134793012,0.001605581
3439096,FALSE POSITIVE,1.000286707,0.999650847,1.000001232,0.00063586,8.80E-09
3439126,FALSE POSITIVE,1.00434529,0.994968794,1.000071376,0.009376496,5.77E-07
3440118,CONFIRMED,1.002602859,0.992099934,0.999961701,0.010502925,9.28E-07
3440230,FALSE POSITIVE,1.063718736,0.72270617,0.962353554,0.341012565,0.00803841
3440861,FALSE POSITIVE,1.000144875,0.999841962,1.000005203,0.000302913,1.58E-09
3441340,FALSE POSITIVE,1.002792142,0.995632134,0.999987963,0.007160008,1.77E-07
3441784,FALSE POSITIVE,1.000322288,0.992363585,0.999916877,0.007958703,5.14E-07
3442054,FALSE POSITIVE,1.000498835,0.968127706,0.999874135,0.032371129,3.71E-06
3442055,CONFIRMED,1.000084269,0.999880462,1.000001088,0.000203807,6.16E-10
3443582,FALSE POSITIVE,1.003095373,0.9963472,0.99999725,0.006748173,3.95E-06
3443790,FALSE POSITIVE,1.000257721,0.999623521,0.999942315,0.0006342,1.68E-08
3444098,FALSE POSITIVE,1.000955364,0.999097546,1.000001098,0.001857818,5.27E-08
3444588,CONFIRMED,1.003941122,0.999285954,1.000020899,0.004655168,6.55E-08
3445812,FALSE POSITIVE,1.000269808,0.999744166,1.000006986,0.000525642,4.40E-09
3446451,FALSE POSITIVE,1.000112311,0.99991189,0.999998395,0.000200421,9.24E-10
3446746,CONFIRMED,1.000145981,0.999854857,1.000003679,0.000291124,1.05E-09
3447722,CONFIRMED,1.000461776,0.999743059,1.000008745,0.000718717,7.84E-09
3448130,CONFIRMED,1.000293314,0.996403358,0.999966834,0.003889955,1.07E-07
3448323,FALSE POSITIVE,1.000683524,0.998253245,1.000001414,0.002430279,3.41E-08
3448456,FALSE POSITIVE,1.000553289,0.999600337,1.000014524,0.000952953,1.72E-08
3449540,FALSE POSITIVE,1.011683545,0.907986471,0.975243932,0.103697074,0.001273259
3449870,FALSE POSITIVE,1.00020582,0.999730006,0.999999952,0.000475814,8.26E-09
3458028,CONFIRMED,1.000174936,0.999847183,1.000000768,0.000327754,3.57E-09
3458687,FALSE POSITIVE,1.000251715,0.999763117,0.999999577,0.000488598,5.08E-09
3458919,FALSE POSITIVE,1.006171003,0.982582991,0.994875363,0.023588012,1.62E-05
3459199,FALSE POSITIVE,1.013847324,0.998511682,1.000090107,0.015335642,1.34E-06
3459529,FALSE POSITIVE,1.000537623,0.999511536,1.000005378,0.001026087,3.48E-08
3526331,FALSE POSITIVE,1.000327792,0.999801362,1.000011779,0.000526431,7.08E-09
3530668,FALSE POSITIVE,1.014747319,0.951130579,0.99239222,0.06361674,0.000183811
3531231,FALSE POSITIVE,1.000417057,0.999633786,1.000011274,0.000783271,1.25E-08
3531558,CONFIRMED,1.000120411,0.999915145,1.000001018,0.000205266,4.51E-10
3532510,FALSE POSITIVE,1.000143854,0.999911407,1.000001149,0.000232447,8.95E-10
3533469,FALSE POSITIVE,1.000327699,0.999591734,1.000000434,0.000735965,5.56E-09
3533483,FALSE POSITIVE,1.000336327,0.99954492,1.000005089,0.000791406,5.30E-09
3534118,FALSE POSITIVE,1.000107562,0.999903604,1.000003305,0.000203958,1.06E-09
3541800,FALSE POSITIVE,1.000304455,0.999630652,1.000000178,0.000673803,7.65E-09
3541946,CONFIRMED,1.000774599,0.997446823,0.999992487,0.003327776,3.79E-08
3542117,FALSE POSITIVE,1.005001963,0.960684971,0.999810972,0.044316992,7.27E-06
3542222,FALSE POSITIVE,1.000249995,0.999774189,1.000003827,0.000475806,5.30E-09
3542542,FALSE POSITIVE,1.000368211,0.999734088,1.000010622,0.000634123,1.05E-08
3542573,FALSE POSITIVE,1.001008957,0.977237863,0.997288671,0.023771093,4.48E-05
3542574,FALSE POSITIVE,1.047701204,0.339899867,0.946499677,0.707801336,0.018309318
3542588,FALSE POSITIVE,1.000112748,0.999862211,1.000002176,0.000250537,9.05E-10
3542928,FALSE POSITIVE,1.000822813,0.999497483,1.000002494,0.00132533,8.40E-09
3543270,FALSE POSITIVE,1.027022984,0.968407606,0.997464047,0.058615378,4.56E-05
3544595,CONFIRMED,1.000019771,0.999896377,0.999993229,0.000123394,3.66E-10
3544640,CONFIRMED,1.000331714,0.999659649,1.0000077,0.000672065,9.08E-09
3544678,FALSE POSITIVE,1.000335788,0.999705061,1.000005383,0.000630727,1.33E-08
3544689,FALSE POSITIVE,1.019035863,0.997587658,1.000064968,0.021448205,2.52E-06
3544694,FALSE POSITIVE,1.01017072,0.970560451,0.996423613,0.039610269,5.18E-05
3545135,CONFIRMED,1.000036344,0.999918772,0.999999105,0.000117572,2.41E-10
3545583,FALSE POSITIVE,1.000334933,0.99962794,1.000004883,0.000706992,9.09E-09
3545749,FALSE POSITIVE,1.001198845,0.998211827,0.999997347,0.002987018,2.34E-08
3546060,CONFIRMED,1.000465943,0.999603818,1.000005885,0.000862126,1.27E-08
3546821,FALSE POSITIVE,1.00094905,0.997852423,0.999983493,0.003096627,5.73E-08
3547091,FALSE POSITIVE,1.012360621,0.989645698,0.999837825,0.022714923,7.80E-06
3547315,FALSE POSITIVE,1.018677677,0.975573067,0.997738566,0.04310461,5.93E-05
3547760,FALSE POSITIVE,1.000239631,0.999794338,1.000005713,0.000445292,3.12E-09
